Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
363,Kelly Oubre Jr.,SF,27,CHO,39,31,32.1,7.3,17.3,0.422,2.2,7.2,0.31,5.1,10.1,0.501,0.486,3,4,0.739,1.5,3.8,5.2,1.1,1.5,0.4,1.3,3,19.8,oubreke01
364,Chris Paul,PG,37,PHO,42,42,32.2,4.7,11.2,0.423,1.5,4.1,0.368,3.2,7,0.456,0.491,2.5,3.1,0.817,0.4,3.8,4.1,9,1.5,0.4,2.1,2.2,13.5,paulch01
365,Cameron Payne,PG,28,PHO,31,14,22.9,4.4,10.6,0.409,1.7,4.4,0.38,2.7,6.2,0.43,0.488,1.3,1.7,0.736,0.3,2.1,2.4,4.8,0.8,0.2,1.9,2.1,11.6,payneca01
366,Gary Payton II,PG,30,POR,15,1,17,1.6,2.7,0.585,0.6,1.1,0.529,1,1.6,0.625,0.695,0.3,0.3,1,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1,paytoga02
367,Theo Pinson,SG,27,DAL,33,0,7.2,0.6,1.8,0.339,0.5,1.3,0.357,0.2,0.5,0.294,0.466,0.3,0.3,0.818,0.2,0.9,1.2,0.9,0.1,0,0.3,0.7,1.9,pinsoth01
368,Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.375,0.8,1.5,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,pippesc02
369,Mason Plumlee,C,32,TOT,61,58,27.9,4.5,6.7,0.676,0,0,,4.5,6.7,0.676,0.676,2.8,4.5,0.619,3.2,6.3,9.5,3.5,0.6,0.6,1.6,2.9,11.8,plumlma01
369,Mason Plumlee,C,32,CHO,56,56,28.5,4.7,7.1,0.669,0,0,,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,plumlma01
369,Mason Plumlee,C,32,LAC,5,2,20.4,2.2,2.4,0.917,0,0,,2.2,2.4,0.917,0.917,2.8,3.4,0.824,1.6,6.4,8,2.2,0.6,0.6,1.6,3,7.2,plumlma01
370,Jakob Poeltl,C,27,TOT,53,52,26.2,5.3,8.4,0.632,0,0,0,5.3,8.4,0.634,0.632,1.7,2.9,0.583,3.3,5.7,9,3,0.9,1.2,1.9,2.6,12.4,poeltja01
370,Jakob Poeltl,C,27,SAS,46,46,26.1,5.2,8.4,0.616,0,0,0,5.2,8.4,0.618,0.616,1.7,2.8,0.605,3.3,5.7,9,3.1,0.8,1.1,2.1,2.6,12.1,poeltja01
370,Jakob Poeltl,C,27,TOR,7,6,27.1,6.1,8.3,0.741,0,0,,6.1,8.3,0.741,0.741,1.9,3.9,0.481,3.1,5.7,8.9,2.3,1.9,2,0.9,3.1,14.1,poeltja01
371,Aleksej Pokusevski,PF,21,OKC,31,25,21.8,3.5,7.8,0.44,1.2,3.3,0.376,2.2,4.6,0.486,0.519,0.7,1.1,0.636,1.5,3.6,5.1,2,0.6,1.3,1.3,1.8,8.8,pokusal01
372,Jordan Poole,PG,23,GSW,62,39,30.7,7,16.3,0.432,2.6,8,0.329,4.4,8.3,0.531,0.513,4.1,4.8,0.861,0.4,2.4,2.8,4.6,0.8,0.2,3.3,2.7,20.8,poolejo01
373,Kevin Porter Jr.,PG,22,HOU,41,41,33.8,6.6,15.3,0.435,2.2,6.3,0.347,4.4,9,0.496,0.506,3.5,4.6,0.766,1.4,4.1,5.4,5.5,1.3,0.4,3.5,2.7,19,porteke02
374,Michael Porter Jr.,SF,24,DEN,46,46,29.2,6.3,13,0.482,3,7.3,0.41,3.3,5.8,0.574,0.597,1.5,1.8,0.8,0.9,4.5,5.4,1,0.7,0.5,1.1,2.2,17,portemi01
375,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5,porteot01
376,Bobby Portis,PF,27,MIL,51,15,26.2,5.7,11.6,0.494,1.2,3.5,0.339,4.6,8.2,0.56,0.545,1.3,1.6,0.825,2.5,7.3,9.8,1.7,0.5,0.2,1.2,1.7,14,portibo01
377,Kristaps Porziņģis,C,27,WAS,51,51,32.6,7.4,15.2,0.487,2.1,5.5,0.376,5.3,9.7,0.549,0.555,5.9,7,0.846,1.9,6.7,8.6,2.5,0.9,1.5,2.2,3.1,22.8,porzikr01
378,Micah Potter,PF,24,UTA,3,0,4.7,0.7,0.7,1,0,0,,0.7,0.7,1,1,0,0,,0.3,0.7,1,0.7,0,0,0,0.7,1.3,pottemi01
379,Dwight Powell,C,31,DAL,58,46,19.8,2.6,3.6,0.722,0,0.1,0,2.6,3.6,0.733,0.722,1.7,2.4,0.691,2.1,2.3,4.3,0.8,0.7,0.4,0.9,2.9,6.9,poweldw01
380,Norman Powell,SG,29,LAC,53,7,25.9,5.6,11.7,0.48,2.1,4.9,0.421,3.6,6.8,0.522,0.568,3.6,4.5,0.803,0.4,2.6,2.9,1.8,0.8,0.3,1.7,2,16.9,powelno01
381,Jason Preston,PG,23,LAC,13,0,9.4,1.4,3.2,0.439,0.4,1.4,0.278,1,1.8,0.565,0.5,0,0.2,0,0.2,1.5,1.7,2.1,0.2,0,0.8,0.5,3.2,prestja01
382,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7,primojo01
383,Taurean Prince,SF,28,MIN,38,2,21.3,3.2,6.5,0.49,1.3,3.4,0.395,1.8,3.1,0.593,0.593,0.8,1,0.816,0.3,2.1,2.4,1.6,0.5,0.4,1.2,2.4,8.5,princta02
384,Payton Pritchard,PG,25,BOS,43,2,12.5,1.8,4.5,0.402,1,2.8,0.342,0.9,1.7,0.5,0.508,0.2,0.3,0.692,0.5,1,1.5,1,0.3,0,0.7,0.8,4.8,pritcpa01
385,Trevelin Queen,SG,25,IND,7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.276,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3,queentr01
386,Neemias Queta,C,23,SAC,4,0,6.3,1.5,2,0.75,0,0,,1.5,2,0.75,0.75,0,0.5,0,1,1.3,2.3,0.3,0,0.3,0.3,1.8,3,quetane01
387,Immanuel Quickley,PG,23,NYK,63,10,27.7,4.5,10.2,0.443,1.8,5,0.359,2.8,5.3,0.523,0.53,2.1,2.5,0.818,0.7,3.4,4,3.1,0.8,0.2,1.1,2,12.9,quickim01
388,Julius Randle,PF,28,NYK,64,64,35.8,8.5,18.3,0.463,2.8,8.1,0.347,5.7,10.3,0.555,0.54,5.2,6.9,0.756,2.1,8.4,10.5,4.2,0.7,0.3,2.8,3,25,randlju01
389,Austin Reaves,SG,24,LAL,45,12,27.6,3.5,6.8,0.513,1.3,3.3,0.389,2.2,3.4,0.632,0.609,2.7,3.1,0.877,0.6,2.3,2.9,2.4,0.6,0.4,1.4,1.6,10.9,reaveau01
390,Cam Reddish,SF,23,TOT,27,14,23.2,3.4,7.5,0.45,1.2,3.6,0.327,2.2,3.9,0.567,0.53,1.6,1.7,0.913,0.4,1.3,1.8,1.3,0.9,0.3,1,1.7,9.5,reddica01
390,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1,0.8,0.4,0.8,1.6,8.4,reddica01
390,Cam Reddish,SF,23,POR,7,6,27,4.3,9.4,0.455,2.1,6,0.357,2.1,3.4,0.625,0.568,1.9,1.9,1,0.7,1.7,2.4,2.3,1.3,0.1,1.6,2.1,12.6,reddica01
391,Davon Reed,SG,27,TOT,39,1,8.6,0.7,2.1,0.325,0.4,1.2,0.37,0.3,0.9,0.27,0.428,0.4,0.6,0.667,0.3,1.2,1.5,0.5,0.4,0.1,0.5,1,2.2,reedda01
391,Davon Reed,SG,27,DEN,35,1,9,0.7,2.3,0.313,0.5,1.3,0.364,0.3,1,0.25,0.413,0.4,0.6,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1,2.3,reedda01
391,Davon Reed,SG,27,LAL,4,0,4.8,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.3,1,0.833,0.3,1,0.25,0.3,0.5,0.8,0.5,0.3,0,0,0.5,1.5,reedda01
392,Paul Reed,C,23,PHI,48,0,9.9,1.5,2.5,0.583,0,0.1,0,1.5,2.4,0.603,0.583,0.4,0.5,0.769,1.3,2,3.3,0.3,0.6,0.6,0.6,1.8,3.3,reedpa01
393,Naz Reid,C,23,MIN,56,11,18.1,4.3,8,0.531,1,3.1,0.328,3.2,4.9,0.661,0.595,1.1,1.7,0.66,1.2,3.7,4.9,1.1,0.6,0.9,1.3,2.5,10.7,reidna01
394,Jared Rhoden,SG,23,DET,1,0,12,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,1,1,0,0,0,0,3,2,rhodeja01
395,Nick Richards,C,25,CHO,49,0,17.4,2.9,4.8,0.606,0,0,,2.9,4.8,0.606,0.606,2,2.8,0.733,2.4,3.3,5.8,0.4,0.2,1,0.8,2.3,7.9,richani01
396,Josh Richardson,SG,29,TOT,48,10,24.1,4.1,9.3,0.442,1.7,4.8,0.352,2.4,4.5,0.537,0.532,1.3,1.5,0.861,0.6,2.1,2.8,3.1,1.2,0.3,1.5,1.9,11.2,richajo01
396,Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1,0.3,1.5,1.7,11.5,richajo01
396,Josh Richardson,SG,29,NOP,6,4,27,3.5,7,0.5,1.2,3.8,0.304,2.3,3.2,0.737,0.583,1.5,2,0.75,0.2,2.2,2.3,2.3,2.7,0.5,1.3,3.5,9.7,richajo01
397,Austin Rivers,SG,30,MIN,49,10,20.4,1.9,4.2,0.444,0.9,2.5,0.355,1,1.7,0.571,0.549,0.6,0.8,0.769,0.1,1.6,1.7,1.5,0.6,0.1,0.5,1.6,5.2,riverau01
398,Duncan Robinson,SF,28,MIA,32,0,17.3,2.1,5.9,0.36,1.6,4.8,0.325,0.6,1.1,0.514,0.492,0.6,0.7,0.909,0.3,1.6,1.9,1.2,0.4,0,0.7,1.9,6.4,robindu01
399,Mitchell Robinson,C,24,NYK,42,41,27,3.3,4.7,0.706,0,0,,3.3,4.7,0.706,0.706,1,2,0.477,4.2,5,9.2,0.9,0.9,1.7,0.5,2.9,7.6,robinmi01
400,Orlando Robinson,C,22,MIA,29,1,13.7,1.6,3,0.535,0,0.2,0,1.6,2.8,0.568,0.535,0.7,1,0.724,1.5,2.6,4.1,0.7,0.4,0.4,0.5,1.8,3.9,robinor01
401,Jeremiah Robinson-Earl,PF,22,OKC,33,19,20,2.8,6.2,0.451,0.9,2.8,0.33,1.8,3.3,0.555,0.527,0.9,1.1,0.806,1.8,2.6,4.5,1,0.6,0.3,0.5,1.7,7.4,robinje02
402,Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3,4.1,robyis01
403,David Roddy,PF,21,MEM,49,1,17.1,2.3,5.6,0.421,0.8,2.8,0.292,1.5,2.8,0.551,0.495,0.6,1,0.625,0.6,1.9,2.6,0.6,0.5,0.2,0.9,1.5,6.1,roddyda01
404,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9,rolliry01
405,Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,rosede01
406,Terrence Ross,SG,31,TOT,45,9,22.4,3.2,7.3,0.433,1.5,3.9,0.373,1.7,3.4,0.503,0.534,0.4,0.5,0.727,0.2,1.9,2.2,1.3,0.6,0.2,0.8,1.4,8.1,rosste01
406,Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2,1.3,0.6,0.2,0.9,1.3,8,rosste01
406,Terrence Ross,SG,31,PHO,3,0,21.7,4.3,9.7,0.448,1.7,5.7,0.294,2.7,4,0.667,0.534,0.3,0.7,0.5,0.3,3.7,4,2,0.3,0,0,2.7,10.7,rosste01
407,Terry Rozier,SG,28,CHO,53,53,35.7,7.9,19,0.414,2.7,8.2,0.329,5.2,10.9,0.477,0.484,2.9,3.6,0.813,0.9,3.3,4.2,4.8,1.1,0.2,2.1,1.9,21.4,roziete01
408,Ricky Rubio,PG,32,CLE,17,0,16.1,1.6,5.2,0.315,0.8,2.9,0.28,0.8,2.3,0.359,0.393,0.9,1.3,0.727,0.2,2.1,2.3,3.4,1.1,0.1,0.8,1.5,5.1,rubiori01
409,D'Angelo Russell,PG,26,TOT,58,58,32.4,6.2,13.3,0.464,2.7,6.8,0.389,3.5,6.4,0.543,0.564,2.6,3.1,0.85,0.5,2.6,3.1,6.1,1.1,0.4,2.6,2.1,17.6,russeda01
409,D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,0.465,2.7,7,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9,russeda01
409,D'Angelo Russell,PG,26,LAL,4,4,24.8,4.8,10.8,0.442,1.5,4.3,0.353,3.3,6.5,0.5,0.512,2.5,3.3,0.769,0.5,3,3.5,5,0.3,0,1.5,1.3,13.5,russeda01
410,Matt Ryan,SF,25,TOT,32,0,9.5,1.3,3.3,0.374,1,2.6,0.386,0.3,0.8,0.333,0.523,0.3,0.4,0.833,0.1,0.7,0.8,0.5,0.2,0,0.2,0.8,3.8,ryanma01
410,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1,1.2,0.3,0.2,0,0.3,1.2,3.9,ryanma01
410,Matt Ryan,SF,25,MIN,20,0,8.7,1.3,2.9,0.431,1,2.4,0.396,0.3,0.5,0.6,0.595,0.3,0.4,0.857,0.1,0.5,0.6,0.6,0.2,0.1,0.2,0.7,3.8,ryanma01
411,Domantas Sabonis,C,26,SAC,59,59,34.5,7.1,11.5,0.614,0.4,1.2,0.348,6.7,10.3,0.644,0.632,4.2,5.5,0.767,3,9.4,12.4,6.9,0.8,0.5,3,3.7,18.8,sabondo01
412,Dario Šarić,PF,28,TOT,43,12,14.4,2.2,4.9,0.455,0.8,2,0.388,1.4,2.9,0.5,0.533,1.2,1.4,0.847,1,2.8,3.8,1.4,0.3,0.1,1,1.9,6.3,saricda01
412,Dario Šarić,PF,28,PHO,37,12,14.4,2.1,4.8,0.427,0.7,1.9,0.391,1.3,2.9,0.45,0.503,1,1.2,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1,1.9,5.8,saricda01
412,Dario Šarić,PF,28,OKC,6,0,14.7,3.2,5.2,0.613,1,2.7,0.375,2.2,2.5,0.867,0.71,2.3,2.5,0.933,0.7,2.8,3.5,0.8,0.2,0,1.5,1.8,9.7,saricda01
413,Jordan Schakel,SF,24,WAS,2,0,3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,0,0,,0,0,0,0.5,0.5,0,0,0.5,1.5,schakjo01
414,Admiral Schofield,PF,25,ORL,29,0,12.3,1.6,3.2,0.479,0.7,1.9,0.339,0.9,1.3,0.684,0.58,0.6,0.7,0.895,0.7,1.1,1.8,0.8,0.2,0.1,0.2,1.8,4.3,schofad01
415,Dennis Schröder,PG,29,LAL,49,44,30.8,4.1,9.7,0.423,1.2,3.5,0.345,2.9,6.2,0.467,0.485,3.2,3.7,0.874,0.3,2.3,2.6,4.5,0.7,0.1,1.7,2.3,12.7,schrode01
416,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0,0,,0.2,0,0.2,0,0,0,0,0.2,0.8,seabrde01
417,Alperen Şengün,C,20,HOU,57,54,28.2,5.8,10.5,0.553,0.2,0.7,0.31,5.6,9.8,0.572,0.564,2.9,3.9,0.737,3.2,5.5,8.6,3.9,0.8,0.9,2.5,3.4,14.8,sengual01
418,Collin Sexton,SG,24,UTA,47,15,24,4.9,9.7,0.507,1,2.5,0.41,3.9,7.2,0.54,0.559,3.4,4.2,0.822,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,sextoco01
419,Landry Shamet,SG,25,PHO,30,7,21.4,3.1,8.1,0.38,2,5.4,0.377,1,2.7,0.388,0.506,1.4,1.5,0.911,0.3,1.4,1.7,2.2,0.6,0.2,1,1.5,9.5,shamela01
420,Day'Ron Sharpe,C,21,BRK,35,2,10.6,1.7,3.1,0.532,0.1,0.2,0.625,1.5,2.9,0.525,0.555,0.5,0.8,0.593,1.7,2.1,3.8,0.8,0.2,0.6,0.9,2,3.9,sharpda01
421,Shaedon Sharpe,SG,19,POR,61,5,20.3,3.2,6.8,0.469,1,2.8,0.341,2.2,4,0.56,0.54,0.5,0.8,0.667,0.8,1.8,2.5,0.6,0.4,0.3,0.7,1.6,7.9,sharpsh01
422,Pascal Siakam,C,28,TOR,53,53,37.5,9,18.9,0.477,1.4,4.2,0.345,7.6,14.8,0.514,0.515,5.7,7.4,0.769,1.8,5.9,7.7,6,0.8,0.5,2.5,3.3,25.2,siakapa01
423,Chris Silva,PF,26,DAL,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,2,2,silvach01
424,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,simmobe01
425,Marko Simonovic,C,23,CHI,3,0,1.7,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0.3,0,simonma01
426,Anfernee Simons,SG,23,POR,57,57,35.3,7.5,16.8,0.448,3.4,9.1,0.378,4.1,7.7,0.53,0.55,2.6,2.8,0.913,0.3,2.4,2.7,4.1,0.7,0.2,2.1,2.3,21.1,simonan01
427,Jericho Sims,C,24,NYK,49,16,15.8,1.6,2.1,0.769,0,0,0,1.6,2.1,0.777,0.769,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.6,0.5,1.9,3.5,simsje01
428,Marcus Smart,PG,28,BOS,46,46,32.4,4.1,9.6,0.422,1.8,5.3,0.333,2.3,4.3,0.53,0.514,1.5,2,0.767,0.7,2.7,3.4,6.7,1.4,0.4,2.3,2.6,11.4,smartma01
429,Dennis Smith Jr.,PG,25,CHO,42,12,25.3,3.4,8,0.422,0.4,1.9,0.213,3,6,0.488,0.448,1.4,1.8,0.753,0.4,2.4,2.8,4.5,1.4,0.5,1.5,2.2,8.5,smithde03
430,Dru Smith,SG,25,TOT,9,1,11.2,1.2,2.9,0.423,0.3,1.3,0.25,0.9,1.6,0.571,0.481,0,0,,0.1,1.6,1.7,1.1,1,0.3,0.2,1.4,2.8,smithdr01
430,Dru Smith,SG,25,MIA,5,1,13.4,1,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0,0,,0.2,1.6,1.8,1,0.8,0.6,0.2,2,2.2,smithdr01
430,Dru Smith,SG,25,BRK,4,0,8.5,1.5,3,0.5,0.5,1.5,0.333,1,1.5,0.667,0.583,0,0,,0,1.5,1.5,1.3,1.3,0,0.3,0.8,3.5,smithdr01
431,Ish Smith,PG,34,DEN,31,0,10.2,1.4,3.2,0.424,0.1,0.2,0.333,1.3,3,0.43,0.434,0,0.1,0.5,0.1,1.3,1.4,2.4,0.2,0.2,1.2,0.9,2.8,smithis01
432,Jabari Smith Jr.,PF,19,HOU,59,59,30,4.2,10.8,0.383,1.5,5.2,0.291,2.6,5.7,0.467,0.452,1.9,2.5,0.788,1.3,5.7,7.1,1.2,0.5,1,1.4,2.9,11.8,smithja05
433,Jalen Smith,PF,22,IND,53,28,18.2,3.4,7.3,0.463,0.8,2.9,0.279,2.6,4.4,0.583,0.518,1.5,1.9,0.765,1.8,3.9,5.7,0.9,0.3,0.8,1.1,2.1,9.1,smithja04
434,Jeremy Sochan,PF,19,SAS,50,47,26,4.1,9.3,0.447,0.6,2.2,0.261,3.6,7,0.506,0.478,1.4,2.1,0.689,1.7,3.3,5,2.6,0.7,0.4,1.7,2.5,10.3,sochaje01
435,Jaden Springer,SG,20,PHI,7,0,3.7,1,1.7,0.583,0,0,,1,1.7,0.583,0.583,0.4,0.6,0.75,0.6,0.4,1,0.1,0.3,0.3,0.1,1,2.4,sprinja01
436,Lamar Stevens,PF,25,CLE,45,18,17.4,2,4.4,0.457,0.4,1.5,0.303,1.6,3,0.534,0.508,0.6,0.9,0.718,0.6,2.4,3,0.6,0.4,0.3,0.5,1.2,5.1,stevela01
437,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,stewais01
438,Max Strus,SF,26,MIA,61,27,29.9,4.3,10.7,0.4,2.5,7.5,0.335,1.8,3.2,0.554,0.518,1.2,1.3,0.877,0.7,2.9,3.6,2.2,0.6,0.2,1,2.2,12.3,strusma01
439,Jalen Suggs,PG,21,ORL,38,14,23,3.3,8.1,0.409,1.1,3.7,0.3,2.2,4.4,0.5,0.477,1.5,2.2,0.707,1,1.9,2.9,3.3,1.2,0.5,1.8,2.3,9.3,suggsja01
440,Edmond Sumner,SG,27,BRK,46,12,14.5,2.5,5.3,0.459,0.6,1.8,0.346,1.8,3.6,0.515,0.516,1.9,2.1,0.926,0.2,1.3,1.6,1.4,0.7,0.2,1,1.7,7.4,sumneed01
441,Cole Swider,SF,23,LAL,6,0,6.7,0.5,1.5,0.333,0.5,1.3,0.375,0,0.2,0,0.5,0,0,,0.2,1,1.2,0.7,0,0,0,0.5,1.5,swideco01
442,Jae'Sean Tate,SF,27,HOU,23,7,21.4,3.4,7.3,0.467,0.4,1.4,0.273,3,5.8,0.515,0.494,1.3,2,0.674,1.5,2.2,3.7,2.5,0.6,0.2,1.5,3.3,8.5,tateja01
443,Jayson Tatum,PF,24,BOS,59,59,37.3,9.9,21.3,0.462,3.3,9.3,0.355,6.6,12.1,0.545,0.539,7.3,8.5,0.862,1.1,7.6,8.7,4.7,1,0.8,3,2.1,30.3,tatumja01
444,Terry Taylor,PF,23,TOT,27,2,8.6,1.2,2.5,0.478,0.1,0.7,0.222,1,1.8,0.571,0.507,0.2,0.3,0.714,0.8,0.6,1.4,0.4,0.1,0.2,0.3,0.9,2.7,taylote01
444,Terry Taylor,PF,23,IND,26,2,8.8,1.2,2.5,0.462,0.2,0.7,0.222,1,1.8,0.553,0.492,0.2,0.3,0.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7,taylote01
444,Terry Taylor,PF,23,CHI,1,0,4,2,2,1,0,0,,2,2,1,1,0,0,,0,0,0,0,0,0,0,1,4,taylote01
445,Garrett Temple,SG,36,NOP,19,0,7,0.8,1.9,0.405,0.5,1.1,0.429,0.3,0.8,0.375,0.527,0.2,0.2,0.75,0.1,0.5,0.6,0.5,0.5,0.1,0.2,0.7,2.2,templga01
446,Dalen Terry,SG,20,CHI,25,0,5.1,0.7,1.6,0.45,0.2,0.6,0.333,0.5,1,0.52,0.513,0.2,0.4,0.5,0.3,0.5,0.8,0.6,0.2,0.2,0.2,0.4,1.8,terryda01
447,Daniel Theis,C,30,IND,7,1,15.6,3,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,1,7,theisda01
448,Cam Thomas,SG,21,BRK,45,3,17.4,3.7,8.2,0.446,0.9,2.3,0.394,2.8,5.9,0.466,0.501,3,3.5,0.854,0.2,1.6,1.7,1.6,0.4,0.1,1.1,1.1,11.2,thomaca02
449,Klay Thompson,SG,32,GSW,50,50,32.8,7.9,18.5,0.427,4.4,10.7,0.409,3.5,7.8,0.452,0.545,1.9,2.1,0.896,0.7,3.3,4,2.5,0.7,0.3,1.8,2,22.1,thompkl01
450,JT Thor,PF,20,CHO,51,3,11.6,0.9,2.6,0.358,0.3,1.3,0.25,0.6,1.4,0.457,0.418,0.4,0.6,0.621,0.5,1.3,1.8,0.4,0.3,0.2,0.5,0.8,2.5,thorjt01
451,Matisse Thybulle,SG,25,TOT,55,12,14.1,1.3,2.9,0.452,0.6,1.6,0.393,0.7,1.2,0.529,0.564,0.2,0.2,0.692,0.5,1.1,1.6,0.6,1,0.4,0.2,1.5,3.4,thybuma01
451,Matisse Thybulle,SG,25,PHI,49,6,12.1,1,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7,thybuma01
451,Matisse Thybulle,SG,25,POR,6,6,30.3,3.5,6.8,0.512,2.3,4.3,0.538,1.2,2.5,0.467,0.683,0,0.2,0,1.5,2.7,4.2,1.8,1.8,1.7,0.5,3,9.3,thybuma01
452,Xavier Tillman Sr.,PF,24,MEM,42,11,16.1,2.4,4,0.599,0.1,0.3,0.25,2.3,3.7,0.626,0.608,0.8,1.5,0.532,1.9,2.4,4.3,1.2,0.8,0.5,0.6,1.4,5.6,tillmxa01
453,Isaiah Todd,PF,21,WAS,4,0,3.3,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0,0,,0,0,0,0,0,0,0,0,0.5,toddis01
454,Obi Toppin,PF,24,NYK,49,0,14.7,2.3,5.6,0.412,1.1,3.3,0.342,1.2,2.3,0.514,0.513,0.5,0.7,0.758,0.5,2.6,3,0.8,0.3,0.2,0.6,1,6.2,toppiob01
455,Juan Toscano-Anderson,SF,29,TOT,34,7,12.4,1.1,2.3,0.468,0.1,0.7,0.208,0.9,1.6,0.585,0.5,0.3,0.4,0.733,0.5,1.8,2.3,0.9,0.4,0.2,0.6,1.6,2.6,toscaju01
455,Juan Toscano-Anderson,SF,29,LAL,30,7,12.2,1.1,2.2,0.5,0.1,0.7,0.2,1,1.5,0.63,0.53,0.4,0.5,0.733,0.5,1.6,2,0.8,0.3,0.2,0.6,1.5,2.7,toscaju01
455,Juan Toscano-Anderson,SF,29,UTA,4,0,14.3,0.8,2.8,0.273,0.3,1,0.25,0.5,1.8,0.286,0.318,0,0,,0.5,3.5,4,1,0.5,0.3,0.8,1.8,1.8,toscaju01
456,Karl-Anthony Towns,PF,27,MIN,21,21,33.8,7.3,14.4,0.505,1.8,5.6,0.325,5.5,8.9,0.618,0.568,4.4,5,0.885,1.7,6.5,8.2,5.3,0.8,0.7,3.1,3.9,20.8,townska01
457,Gary Trent Jr.,SG,24,TOR,54,43,33.5,6.4,14.8,0.434,2.7,7.3,0.368,3.8,7.5,0.499,0.525,2.9,3.4,0.842,0.4,2.2,2.6,1.6,1.6,0.3,1,1.7,18.4,trentga02
